種類,日付,時刻,ソース,分類,イベント,ユーザー,コンピュータ
成功の監査,2010/04/02,16:20:54,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,16:20:37,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,16:20:22,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,16:19:56,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,16:19:45,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,16:16:46,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,15:33:18,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,15:33:18,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,15:23:38,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,15:23:38,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,855,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,857,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,ポリシーの変更 ,618,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:46,Security,アカウント管理 ,643,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:43,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:43,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/02,15:15:43,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/02,15:14:48,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,15:14:48,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,14:21:53,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,13:33:08,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:33:08,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:32:13,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,13:32:11,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/02,13:31:50,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:50,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:50,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:31:50,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:31:28,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:31:28,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:31:18,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:18,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:11,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:11,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:31:01,Security,特権の使用 ,576,tomohiro,ISID18555
成功の監査,2010/04/02,13:31:01,Security,ログオン/ログオフ ,528,tomohiro,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,855,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,857,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,859,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:51,Security,ポリシーの変更 ,848,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:50,Security,ポリシーの変更 ,618,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:50,Security,アカウント管理 ,643,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:45,Security,ログオン/ログオフ ,538,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/02,13:30:45,Security,ログオン/ログオフ ,538,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/02,13:30:45,Security,ログオン/ログオフ ,540,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/02,13:30:44,Security,ログオン/ログオフ ,540,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/02,13:30:44,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:44,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:32,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:32,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:27,Security,ポリシーの変更 ,615,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:27,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:27,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:20,Security,ログオン/ログオフ ,540,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/02,13:30:19,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:19,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:15,Security,ポリシーの変更 ,806,SYSTEM,ISID18555
成功の監査,2010/04/02,13:30:10,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:10,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/02,13:30:10,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:10,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:10,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/02,13:30:10,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,20:26:49,Security,ログオン/ログオフ ,551,tomohiro,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,855,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,857,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/01,20:26:07,Security,ポリシーの変更 ,860,SYSTEM,ISID18555
成功の監査,2010/04/01,20:09:28,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,20:09:28,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,851,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,852,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,855,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,857,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/01,19:35:29,Security,ポリシーの変更 ,860,SYSTEM,ISID18555
成功の監査,2010/04/01,19:25:14,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,19:25:14,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,19:13:48,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,19:11:03,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,19:10:32,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,18:22:43,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,18:22:38,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,18:22:38,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,17:35:20,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,17:35:20,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,17:24:58,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,17:24:58,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,16:49:32,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,16:49:32,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,16:49:32,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,16:49:10,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,16:47:22,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,16:44:47,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,16:38:08,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,16:07:29,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,16:07:29,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,15:24:53,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,15:24:53,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,14:57:32,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,14:57:32,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,14:57:32,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,13:52:36,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,13:24:31,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,13:24:31,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,13:21:26,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,13:21:26,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,13:21:26,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,13:08:14,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,12:21:21,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,12:05:30,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,12:05:30,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:49:07,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:49:07,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:43:41,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:43:41,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:43:35,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/04/01,11:42:43,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:42:43,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:42:43,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:42:43,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:42:19,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:42:19,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:42:03,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:42:03,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:50,Security,特権の使用 ,576,tomohiro,ISID18555
成功の監査,2010/04/01,11:41:50,Security,ログオン/ログオフ ,528,tomohiro,ISID18555
成功の監査,2010/04/01,11:41:49,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:49,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:48,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:48,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:32,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:28,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:28,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:28,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:28,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,858,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,850,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,849,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:21,Security,ポリシーの変更 ,848,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:17,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:17,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/04/01,11:41:15,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:41:15,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:41:03,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:41:03,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:40:59,Security,ポリシーの変更 ,615,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:40:59,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:59,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:52,Security,ログオン/ログオフ ,540,ANONYMOUS LOGON,ISID18555
成功の監査,2010/04/01,11:40:51,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:51,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:46,Security,ポリシーの変更 ,806,SYSTEM,ISID18555
成功の監査,2010/04/01,11:40:42,Security,特権の使用 ,576,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:42,Security,ログオン/ログオフ ,528,LOCAL SERVICE,ISID18555
成功の監査,2010/04/01,11:40:42,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:40:42,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:40:42,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/04/01,11:40:41,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,21:47:20,Security,ログオン/ログオフ ,551,tomohiro,ISID18555
成功の監査,2010/03/31,21:31:55,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,21:31:55,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,21:25:52,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,21:07:35,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/03/31,21:07:35,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/03/31,21:07:35,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/03/31,21:06:35,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,20:29:21,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,19:31:55,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,19:31:55,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,19:30:33,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,19:27:35,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/03/31,19:27:35,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/03/31,19:27:35,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/03/31,18:53:33,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:45:50,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:30:04,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:29:50,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:27:01,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:24:52,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:23:33,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,18:22:16,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,17:57:25,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,17:57:25,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,17:51:07,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,17:41:35,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/03/31,17:41:35,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/03/31,17:41:35,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/03/31,17:30:41,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,17:30:41,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,16:55:38,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:53:35,Security,ログオン/ログオフ ,538,SYSTEM,ISID18555
成功の監査,2010/03/31,15:53:35,Security,ログオン/ログオフ ,540,SYSTEM,ISID18555
成功の監査,2010/03/31,15:53:35,Security,特権の使用 ,576,SYSTEM,ISID18555
成功の監査,2010/03/31,15:52:55,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:52:28,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:48:52,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:48:16,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:48:08,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:47:51,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:34:36,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,15:31:35,Security,特権の使用 ,576,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,15:31:35,Security,ログオン/ログオフ ,528,NETWORK SERVICE,ISID18555
成功の監査,2010/03/31,14:47:09,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,14:46:34,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,14:46:24,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,14:46:09,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,14:38:33,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
成功の監査,2010/03/31,14:35:26,Security,ログオン/ログオフ ,552,SYSTEM,ISID18555
